sample	cancer_type	sample_type	expression
TCGA-CN-A6V6-01	HNSC	Primary Tumor	6.38
TCGA-CN-A6V7-01	HNSC	Primary Tumor	5.78
TCGA-CQ-5323-01	HNSC	Primary Tumor	6.64
TCGA-CQ-5324-01	HNSC	Primary Tumor	5.78
TCGA-CQ-5325-01	HNSC	Primary Tumor	7.81
TCGA-CQ-5326-01	HNSC	Primary Tumor	7.62
TCGA-CQ-5327-01	HNSC	Primary Tumor	6.74
TCGA-CQ-5329-01	HNSC	Primary Tumor	7.1
TCGA-CQ-5330-01	HNSC	Primary Tumor	7.54
TCGA-CQ-5331-01	HNSC	Primary Tumor	6.47
TCGA-CQ-5332-01	HNSC	Primary Tumor	4.35
TCGA-CQ-5333-01	HNSC	Primary Tumor	6.41
TCGA-CQ-5334-01	HNSC	Primary Tumor	6.76
TCGA-CQ-6218-01	HNSC	Primary Tumor	7.03
TCGA-CQ-6219-01	HNSC	Primary Tumor	6.62
TCGA-CQ-6220-01	HNSC	Primary Tumor	6.43
TCGA-CQ-6221-01	HNSC	Primary Tumor	6.74
TCGA-CQ-6222-01	HNSC	Primary Tumor	7.24
TCGA-CQ-6223-01	HNSC	Primary Tumor	6.27
TCGA-CQ-6224-01	HNSC	Primary Tumor	6.39
TCGA-CQ-6225-01	HNSC	Primary Tumor	5.59
TCGA-CQ-6227-01	HNSC	Primary Tumor	7.26
TCGA-CQ-6228-01	HNSC	Primary Tumor	4.49
TCGA-CQ-6229-01	HNSC	Primary Tumor	6.95
TCGA-CQ-7063-01	HNSC	Primary Tumor	7.57
TCGA-CQ-7065-01	HNSC	Primary Tumor	6.23
TCGA-CQ-7067-01	HNSC	Primary Tumor	5.84
TCGA-CQ-7068-01	HNSC	Primary Tumor	6.9
TCGA-CQ-7069-01	HNSC	Primary Tumor	7.4
TCGA-CQ-7071-01	HNSC	Primary Tumor	6.76
TCGA-CQ-7072-01	HNSC	Primary Tumor	5.65
TCGA-CQ-A4C6-01	HNSC	Primary Tumor	8.73
TCGA-CQ-A4C7-01	HNSC	Primary Tumor	7.77
TCGA-CQ-A4C9-01	HNSC	Primary Tumor	5.25
TCGA-CQ-A4CA-01	HNSC	Primary Tumor	7.51
TCGA-CQ-A4CB-01	HNSC	Primary Tumor	7.66
TCGA-CQ-A4CD-01	HNSC	Primary Tumor	7.35
TCGA-CQ-A4CE-01	HNSC	Primary Tumor	6.21
TCGA-CQ-A4CG-01	HNSC	Primary Tumor	5.76
TCGA-CQ-A4CH-01	HNSC	Primary Tumor	5.78
TCGA-CQ-A4CI-01	HNSC	Primary Tumor	5.57
TCGA-CR-5243-01	HNSC	Primary Tumor	5.19
TCGA-CR-5247-01	HNSC	Primary Tumor	4.19
TCGA-CR-5248-01	HNSC	Primary Tumor	5.68
TCGA-CR-5249-01	HNSC	Primary Tumor	5.23
TCGA-CR-5250-01	HNSC	Primary Tumor	5.94
TCGA-CR-6467-01	HNSC	Primary Tumor	5.8
TCGA-CR-6470-01	HNSC	Primary Tumor	5.68
TCGA-CR-6471-01	HNSC	Primary Tumor	5.96
TCGA-CR-6472-01	HNSC	Primary Tumor	5.09
TCGA-CR-6473-01	HNSC	Primary Tumor	5.1
TCGA-CR-6474-01	HNSC	Primary Tumor	5.95
TCGA-CR-6477-01	HNSC	Primary Tumor	7.12
TCGA-CR-6478-01	HNSC	Primary Tumor	6.72
TCGA-CR-6480-01	HNSC	Primary Tumor	5.69
TCGA-CR-6481-01	HNSC	Primary Tumor	5.05
TCGA-CR-6482-01	HNSC	Primary Tumor	5.12
TCGA-CR-6484-01	HNSC	Primary Tumor	6.43
TCGA-CR-6487-01	HNSC	Primary Tumor	6.11
TCGA-CR-6488-01	HNSC	Primary Tumor	6.81
TCGA-CR-6491-01	HNSC	Primary Tumor	6.99
TCGA-CR-6492-01	HNSC	Primary Tumor	7.08
TCGA-CR-6493-01	HNSC	Primary Tumor	7.31
TCGA-CR-7364-01	HNSC	Primary Tumor	4.51
TCGA-CR-7365-01	HNSC	Primary Tumor	7.03
TCGA-CR-7367-01	HNSC	Primary Tumor	6.24
TCGA-CR-7368-01	HNSC	Primary Tumor	6.17
TCGA-CR-7369-01	HNSC	Primary Tumor	5.47
TCGA-CR-7370-01	HNSC	Primary Tumor	5.54
TCGA-CR-7371-01	HNSC	Primary Tumor	5.35
TCGA-CR-7372-01	HNSC	Primary Tumor	5.83
TCGA-CR-7373-01	HNSC	Primary Tumor	8.29
TCGA-CR-7374-01	HNSC	Primary Tumor	5.73
TCGA-CR-7376-01	HNSC	Primary Tumor	7.06
TCGA-CR-7377-01	HNSC	Primary Tumor	6.92
TCGA-CR-7379-01	HNSC	Primary Tumor	5.48
TCGA-CR-7380-01	HNSC	Primary Tumor	7.45
TCGA-CR-7382-01	HNSC	Primary Tumor	6.83
TCGA-CR-7383-01	HNSC	Primary Tumor	6.14
TCGA-CR-7385-01	HNSC	Primary Tumor	5.5
TCGA-CR-7386-01	HNSC	Primary Tumor	6.69
TCGA-CR-7388-01	HNSC	Primary Tumor	6.12
TCGA-CR-7389-01	HNSC	Primary Tumor	7.28
TCGA-CR-7390-01	HNSC	Primary Tumor	4.33
TCGA-CR-7391-01	HNSC	Primary Tumor	6.5
TCGA-CR-7392-01	HNSC	Primary Tumor	6.88
TCGA-CR-7393-01	HNSC	Primary Tumor	6.27
TCGA-CR-7394-01	HNSC	Primary Tumor	6.86
TCGA-CR-7395-01	HNSC	Primary Tumor	6.44
TCGA-CR-7397-01	HNSC	Primary Tumor	5.84
TCGA-CR-7398-01	HNSC	Primary Tumor	4.52
TCGA-CR-7399-01	HNSC	Primary Tumor	5.48
TCGA-CR-7401-01	HNSC	Primary Tumor	7.19
TCGA-CR-7402-01	HNSC	Primary Tumor	6.16
TCGA-CR-7404-01	HNSC	Primary Tumor	6.43
TCGA-CV-5430-01	HNSC	Primary Tumor	5.89
TCGA-CV-5431-01	HNSC	Primary Tumor	5.22
TCGA-CV-5432-01	HNSC	Primary Tumor	5.02
TCGA-CV-5434-01	HNSC	Primary Tumor	6.38
TCGA-CV-5435-01	HNSC	Primary Tumor	4.99
TCGA-CV-5436-01	HNSC	Primary Tumor	7.34
TCGA-CV-5439-01	HNSC	Primary Tumor	6.73
TCGA-CV-5440-01	HNSC	Primary Tumor	6.68
TCGA-CV-5441-01	HNSC	Primary Tumor	4.46
TCGA-CV-5442-01	HNSC	Primary Tumor	6.55
TCGA-CV-5443-01	HNSC	Primary Tumor	4.79
TCGA-CV-5444-01	HNSC	Primary Tumor	7.91
TCGA-CV-5966-01	HNSC	Primary Tumor	7.79
TCGA-CV-5970-01	HNSC	Primary Tumor	6.78
TCGA-CV-5971-01	HNSC	Primary Tumor	8.83
TCGA-CV-5973-01	HNSC	Primary Tumor	6.1
TCGA-CV-5976-01	HNSC	Primary Tumor	6.3
TCGA-CV-5977-01	HNSC	Primary Tumor	7.58
TCGA-CV-5978-01	HNSC	Primary Tumor	5.34
TCGA-CV-5979-01	HNSC	Primary Tumor	7.45
TCGA-CV-6003-01	HNSC	Primary Tumor	6.95
TCGA-CV-6433-01	HNSC	Primary Tumor	5.28
TCGA-CV-6436-01	HNSC	Primary Tumor	7.51
TCGA-CV-6441-01	HNSC	Primary Tumor	5.65
TCGA-CV-6933-01	HNSC	Primary Tumor	4.37
TCGA-CV-6933-11	HNSC	Solid Tissue Normal	6.45
TCGA-CV-6934-01	HNSC	Primary Tumor	6.74
TCGA-CV-6934-11	HNSC	Solid Tissue Normal	5.95
TCGA-CV-6935-01	HNSC	Primary Tumor	5.9
TCGA-CV-6935-11	HNSC	Solid Tissue Normal	6.17
TCGA-CV-6936-01	HNSC	Primary Tumor	6.33
TCGA-CV-6936-11	HNSC	Solid Tissue Normal	6.44
TCGA-CV-6937-01	HNSC	Primary Tumor	5.26
TCGA-CV-6938-01	HNSC	Primary Tumor	7.65
TCGA-CV-6938-11	HNSC	Solid Tissue Normal	6.19
TCGA-CV-6939-01	HNSC	Primary Tumor	5.63
TCGA-CV-6939-11	HNSC	Solid Tissue Normal	7.54
TCGA-CV-6940-01	HNSC	Primary Tumor	5.76
TCGA-CV-6941-01	HNSC	Primary Tumor	4.85
TCGA-CV-6942-01	HNSC	Primary Tumor	6.78
TCGA-CV-6943-01	HNSC	Primary Tumor	7.05
TCGA-CV-6943-11	HNSC	Solid Tissue Normal	6.77
TCGA-CV-6945-01	HNSC	Primary Tumor	6
TCGA-CV-6948-01	HNSC	Primary Tumor	5.91
TCGA-CV-6950-01	HNSC	Primary Tumor	7.1
TCGA-CV-6951-01	HNSC	Primary Tumor	5.72
TCGA-CV-6952-01	HNSC	Primary Tumor	8.08
TCGA-CV-6953-01	HNSC	Primary Tumor	5.11
TCGA-CV-6954-01	HNSC	Primary Tumor	6.73
TCGA-CV-6955-01	HNSC	Primary Tumor	6.54
TCGA-CV-6955-11	HNSC	Solid Tissue Normal	6.6
TCGA-CV-6956-01	HNSC	Primary Tumor	6.93
TCGA-CV-6956-11	HNSC	Solid Tissue Normal	6.47
TCGA-CV-6959-01	HNSC	Primary Tumor	7.5
TCGA-CV-6959-11	HNSC	Solid Tissue Normal	6.88
TCGA-CV-6960-01	HNSC	Primary Tumor	6.64
TCGA-CV-6960-11	HNSC	Solid Tissue Normal	6.79
TCGA-CV-6961-01	HNSC	Primary Tumor	6.9
TCGA-CV-6961-11	HNSC	Solid Tissue Normal	6.56
TCGA-CV-6962-01	HNSC	Primary Tumor	6.05
TCGA-CV-6962-11	HNSC	Solid Tissue Normal	6.03
TCGA-CV-7089-01	HNSC	Primary Tumor	7.88
TCGA-CV-7090-01	HNSC	Primary Tumor	8.21
TCGA-CV-7091-01	HNSC	Primary Tumor	5.45
TCGA-CV-7091-11	HNSC	Solid Tissue Normal	8.43
TCGA-CV-7095-01	HNSC	Primary Tumor	6.36
TCGA-CV-7097-01	HNSC	Primary Tumor	5.95
TCGA-CV-7097-11	HNSC	Solid Tissue Normal	7.2
TCGA-CV-7099-01	HNSC	Primary Tumor	6.56
TCGA-CV-7100-01	HNSC	Primary Tumor	7.15
TCGA-CV-7101-01	HNSC	Primary Tumor	5.72
TCGA-CV-7101-11	HNSC	Solid Tissue Normal	6.01
TCGA-CV-7102-01	HNSC	Primary Tumor	7.69
TCGA-CV-7103-01	HNSC	Primary Tumor	5.8
TCGA-CV-7103-11	HNSC	Solid Tissue Normal	7.04
TCGA-CV-7104-01	HNSC	Primary Tumor	7.74
TCGA-CV-7177-01	HNSC	Primary Tumor	5.79
TCGA-CV-7177-11	HNSC	Solid Tissue Normal	7.37
TCGA-CV-7178-01	HNSC	Primary Tumor	6.82
TCGA-CV-7178-11	HNSC	Solid Tissue Normal	6.33
TCGA-CV-7180-01	HNSC	Primary Tumor	5.43
TCGA-CV-7183-01	HNSC	Primary Tumor	5.6
TCGA-CV-7183-11	HNSC	Solid Tissue Normal	6.44
TCGA-CV-7235-01	HNSC	Primary Tumor	6.55
TCGA-CV-7235-11	HNSC	Solid Tissue Normal	6.03
TCGA-CV-7236-01	HNSC	Primary Tumor	6.82
TCGA-CV-7238-01	HNSC	Primary Tumor	7.67
TCGA-CV-7238-11	HNSC	Solid Tissue Normal	7.3
TCGA-CV-7242-01	HNSC	Primary Tumor	5.52
TCGA-CV-7242-11	HNSC	Solid Tissue Normal	6.53
TCGA-CV-7243-01	HNSC	Primary Tumor	5.81
TCGA-CV-7245-01	HNSC	Primary Tumor	6.33
TCGA-CV-7245-11	HNSC	Solid Tissue Normal	7.89
TCGA-CV-7247-01	HNSC	Primary Tumor	6.73
TCGA-CV-7248-01	HNSC	Primary Tumor	5.97
TCGA-CV-7250-01	HNSC	Primary Tumor	5.26
TCGA-CV-7250-11	HNSC	Solid Tissue Normal	7.26
TCGA-CV-7252-01	HNSC	Primary Tumor	6.6
TCGA-CV-7252-11	HNSC	Solid Tissue Normal	6.32
TCGA-CV-7253-01	HNSC	Primary Tumor	5.76
TCGA-CV-7254-01	HNSC	Primary Tumor	5.16
TCGA-CV-7255-01	HNSC	Primary Tumor	6.2
TCGA-CV-7255-11	HNSC	Solid Tissue Normal	5.97
TCGA-CV-7261-01	HNSC	Primary Tumor	5.58
TCGA-CV-7261-11	HNSC	Solid Tissue Normal	6.06
TCGA-CV-7263-01	HNSC	Primary Tumor	5.78
TCGA-CV-7406-01	HNSC	Primary Tumor	6.55
TCGA-CV-7406-11	HNSC	Solid Tissue Normal	8.12
TCGA-CV-7407-01	HNSC	Primary Tumor	5.41
TCGA-CV-7409-01	HNSC	Primary Tumor	8.68
TCGA-CV-7410-01	HNSC	Primary Tumor	7.03
TCGA-CV-7411-01	HNSC	Primary Tumor	6.03
TCGA-CV-7413-01	HNSC	Primary Tumor	6.23
TCGA-CV-7414-01	HNSC	Primary Tumor	5.09
TCGA-CV-7415-01	HNSC	Primary Tumor	7.91
TCGA-CV-7416-01	HNSC	Primary Tumor	6.91
TCGA-CV-7416-11	HNSC	Solid Tissue Normal	6.72
TCGA-CV-7418-01	HNSC	Primary Tumor	6.24
TCGA-CV-7421-01	HNSC	Primary Tumor	5.09
TCGA-CV-7422-01	HNSC	Primary Tumor	4.26
TCGA-CV-7423-01	HNSC	Primary Tumor	6.61
TCGA-CV-7423-11	HNSC	Solid Tissue Normal	7.1
TCGA-CV-7424-01	HNSC	Primary Tumor	4.72
TCGA-CV-7424-11	HNSC	Solid Tissue Normal	6.44
TCGA-CV-7425-01	HNSC	Primary Tumor	6.42
TCGA-CV-7425-11	HNSC	Solid Tissue Normal	6.98
TCGA-CV-7427-01	HNSC	Primary Tumor	7.34
TCGA-CV-7428-01	HNSC	Primary Tumor	7.65
TCGA-CV-7429-01	HNSC	Primary Tumor	5.82
TCGA-CV-7430-01	HNSC	Primary Tumor	5.8
TCGA-CV-7432-01	HNSC	Primary Tumor	6.43
TCGA-CV-7432-11	HNSC	Solid Tissue Normal	6.42
TCGA-CV-7433-01	HNSC	Primary Tumor	7.19
TCGA-CV-7434-01	HNSC	Primary Tumor	8.48
TCGA-CV-7434-11	HNSC	Solid Tissue Normal	5.82
TCGA-CV-7435-01	HNSC	Primary Tumor	5.64
TCGA-CV-7437-01	HNSC	Primary Tumor	6.44
TCGA-CV-7437-11	HNSC	Solid Tissue Normal	6.45
TCGA-CV-7438-01	HNSC	Primary Tumor	6.83
TCGA-CV-7438-11	HNSC	Solid Tissue Normal	6.74
TCGA-CV-7440-01	HNSC	Primary Tumor	5.62
TCGA-CV-7440-11	HNSC	Solid Tissue Normal	6.32
TCGA-CV-7446-01	HNSC	Primary Tumor	5.56
TCGA-CV-7568-01	HNSC	Primary Tumor	7.09
TCGA-CV-A45O-01	HNSC	Primary Tumor	5.93
TCGA-CV-A45P-01	HNSC	Primary Tumor	6.62
TCGA-CV-A45Q-01	HNSC	Primary Tumor	7.67
TCGA-CV-A45R-01	HNSC	Primary Tumor	6.59
TCGA-CV-A45T-01	HNSC	Primary Tumor	6.73
TCGA-CV-A45U-01	HNSC	Primary Tumor	6.03
TCGA-CV-A45V-01	HNSC	Primary Tumor	6.16
TCGA-CV-A45W-01	HNSC	Primary Tumor	5.34
TCGA-CV-A45X-01	HNSC	Primary Tumor	5.7
TCGA-CV-A45Y-01	HNSC	Primary Tumor	5.37
TCGA-CV-A45Z-01	HNSC	Primary Tumor	5.99
TCGA-CV-A460-01	HNSC	Primary Tumor	5.63
TCGA-CV-A461-01	HNSC	Primary Tumor	5.43
TCGA-CV-A463-01	HNSC	Primary Tumor	7.47
TCGA-CV-A464-01	HNSC	Primary Tumor	6.14
TCGA-CV-A465-01	HNSC	Primary Tumor	7.69
TCGA-CV-A468-01	HNSC	Primary Tumor	6.86
TCGA-CV-A6JD-01	HNSC	Primary Tumor	6.98
TCGA-CV-A6JE-01	HNSC	Primary Tumor	7.14
TCGA-CV-A6JM-01	HNSC	Primary Tumor	6.79
TCGA-CV-A6JN-01	HNSC	Primary Tumor	8.05
TCGA-CV-A6JO-01	HNSC	Primary Tumor	6.45
TCGA-CV-A6JT-01	HNSC	Primary Tumor	6.51
TCGA-CV-A6JU-01	HNSC	Primary Tumor	6.18
TCGA-CV-A6JY-01	HNSC	Primary Tumor	5.97
TCGA-CV-A6JZ-01	HNSC	Primary Tumor	7.16
TCGA-CV-A6K0-01	HNSC	Primary Tumor	7.4
TCGA-CV-A6K1-01	HNSC	Primary Tumor	7.02
TCGA-CV-A6K2-01	HNSC	Primary Tumor	6.07
TCGA-CW-5580-01	KIRC	Primary Tumor	5.97
TCGA-CW-5580-11	KIRC	Solid Tissue Normal	6.3
TCGA-CW-5581-01	KIRC	Primary Tumor	6.29
TCGA-CW-5581-11	KIRC	Solid Tissue Normal	6.03
TCGA-CW-5583-01	KIRC	Primary Tumor	6.34
TCGA-CW-5584-01	KIRC	Primary Tumor	6
TCGA-CW-5584-11	KIRC	Solid Tissue Normal	5.74
TCGA-CW-5585-01	KIRC	Primary Tumor	6.17
TCGA-CW-5585-11	KIRC	Solid Tissue Normal	5.46
TCGA-CW-5587-01	KIRC	Primary Tumor	6.12
TCGA-CW-5587-11	KIRC	Solid Tissue Normal	6.14
TCGA-CW-5588-01	KIRC	Primary Tumor	6.12
TCGA-CW-5589-01	KIRC	Primary Tumor	6.13
TCGA-CW-5589-11	KIRC	Solid Tissue Normal	5.89
TCGA-CW-5590-01	KIRC	Primary Tumor	5.74
TCGA-CW-5591-01	KIRC	Primary Tumor	6.19
TCGA-CW-5591-11	KIRC	Solid Tissue Normal	5.95
TCGA-CW-6087-01	KIRC	Primary Tumor	6
TCGA-CW-6087-11	KIRC	Solid Tissue Normal	6.27
TCGA-CW-6088-01	KIRC	Primary Tumor	6.26
TCGA-CW-6088-11	KIRC	Solid Tissue Normal	6.46
TCGA-CW-6090-01	KIRC	Primary Tumor	5.23
TCGA-CW-6090-11	KIRC	Solid Tissue Normal	5.98
TCGA-CW-6093-01	KIRC	Primary Tumor	6.29
TCGA-CW-6097-01	KIRC	Primary Tumor	5.83
TCGA-CX-7082-01	HNSC	Primary Tumor	6.49
TCGA-CX-7085-01	HNSC	Primary Tumor	6.88
TCGA-CX-7086-01	HNSC	Primary Tumor	6.16
TCGA-CX-7219-01	HNSC	Primary Tumor	7.01
TCGA-CX-A4AQ-01	HNSC	Primary Tumor	6.16
TCGA-CZ-4853-01	KIRC	Primary Tumor	6.21
TCGA-CZ-4854-01	KIRC	Primary Tumor	6.52
TCGA-CZ-4856-01	KIRC	Primary Tumor	6.22
TCGA-CZ-4857-01	KIRC	Primary Tumor	5.7
TCGA-CZ-4858-01	KIRC	Primary Tumor	5.44
TCGA-CZ-4859-01	KIRC	Primary Tumor	6.02
TCGA-CZ-4860-01	KIRC	Primary Tumor	4.93
TCGA-CZ-4861-01	KIRC	Primary Tumor	4.95
TCGA-CZ-4862-01	KIRC	Primary Tumor	6.42
TCGA-CZ-4863-01	KIRC	Primary Tumor	6.19
TCGA-CZ-4863-11	KIRC	Solid Tissue Normal	6.14
TCGA-CZ-4864-01	KIRC	Primary Tumor	6.13
TCGA-CZ-4864-11	KIRC	Solid Tissue Normal	5.72
TCGA-CZ-4865-01	KIRC	Primary Tumor	6.37
TCGA-CZ-4865-11	KIRC	Solid Tissue Normal	6.47
TCGA-CZ-4866-01	KIRC	Primary Tumor	6.25
TCGA-CZ-5451-01	KIRC	Primary Tumor	6.41
TCGA-CZ-5451-11	KIRC	Solid Tissue Normal	6.17
TCGA-CZ-5452-01	KIRC	Primary Tumor	4.92
TCGA-CZ-5452-11	KIRC	Solid Tissue Normal	6.51
TCGA-CZ-5453-01	KIRC	Primary Tumor	5.9
TCGA-CZ-5453-11	KIRC	Solid Tissue Normal	5.91
TCGA-CZ-5454-01	KIRC	Primary Tumor	5.42
TCGA-CZ-5454-11	KIRC	Solid Tissue Normal	6.24
TCGA-CZ-5455-01	KIRC	Primary Tumor	5.83
TCGA-CZ-5455-11	KIRC	Solid Tissue Normal	5.63
TCGA-CZ-5456-01	KIRC	Primary Tumor	5.66
TCGA-CZ-5456-11	KIRC	Solid Tissue Normal	6.06
TCGA-CZ-5457-01	KIRC	Primary Tumor	6.33
TCGA-CZ-5457-11	KIRC	Solid Tissue Normal	6.49
TCGA-CZ-5458-01	KIRC	Primary Tumor	5.96
TCGA-CZ-5458-11	KIRC	Solid Tissue Normal	6.14
TCGA-CZ-5459-01	KIRC	Primary Tumor	6.31
TCGA-CZ-5460-01	KIRC	Primary Tumor	6.24
TCGA-CZ-5461-01	KIRC	Primary Tumor	5.54
TCGA-CZ-5461-11	KIRC	Solid Tissue Normal	5.71
TCGA-CZ-5462-01	KIRC	Primary Tumor	5.56
TCGA-CZ-5462-11	KIRC	Solid Tissue Normal	6.28
TCGA-CZ-5463-01	KIRC	Primary Tumor	6.12
TCGA-CZ-5463-11	KIRC	Solid Tissue Normal	6.25
TCGA-CZ-5464-01	KIRC	Primary Tumor	5.89
TCGA-CZ-5465-01	KIRC	Primary Tumor	5.75
TCGA-CZ-5465-11	KIRC	Solid Tissue Normal	6.29
TCGA-CZ-5466-01	KIRC	Primary Tumor	5.78
TCGA-CZ-5466-11	KIRC	Solid Tissue Normal	5.87
TCGA-CZ-5467-01	KIRC	Primary Tumor	6
TCGA-CZ-5467-11	KIRC	Solid Tissue Normal	5.57
TCGA-CZ-5468-01	KIRC	Primary Tumor	5.93
TCGA-CZ-5468-11	KIRC	Solid Tissue Normal	6.22
TCGA-CZ-5469-01	KIRC	Primary Tumor	5.44
TCGA-CZ-5469-11	KIRC	Solid Tissue Normal	6.18
TCGA-CZ-5470-01	KIRC	Primary Tumor	5.43
TCGA-CZ-5470-11	KIRC	Solid Tissue Normal	6.32
TCGA-CZ-5982-01	KIRC	Primary Tumor	6.94
TCGA-CZ-5982-11	KIRC	Solid Tissue Normal	6.18
TCGA-CZ-5984-01	KIRC	Primary Tumor	6.07
TCGA-CZ-5984-11	KIRC	Solid Tissue Normal	5.71
TCGA-CZ-5985-01	KIRC	Primary Tumor	5.58
TCGA-CZ-5985-11	KIRC	Solid Tissue Normal	6.03
TCGA-CZ-5986-01	KIRC	Primary Tumor	5.62
TCGA-CZ-5986-11	KIRC	Solid Tissue Normal	6.63
TCGA-CZ-5987-01	KIRC	Primary Tumor	4.83
TCGA-CZ-5987-11	KIRC	Solid Tissue Normal	6.12
TCGA-CZ-5988-01	KIRC	Primary Tumor	6.27
TCGA-CZ-5988-11	KIRC	Solid Tissue Normal	5.98
TCGA-CZ-5989-01	KIRC	Primary Tumor	4.31
TCGA-CZ-5989-11	KIRC	Solid Tissue Normal	6.21
TCGA-D1-A0ZN-01	UCEC	Primary Tumor	5.86
TCGA-D1-A0ZO-01	UCEC	Primary Tumor	6.67
TCGA-D1-A0ZP-01	UCEC	Primary Tumor	6.14
TCGA-D1-A0ZQ-01	UCEC	Primary Tumor	5.84
TCGA-D1-A0ZR-01	UCEC	Primary Tumor	6.86
TCGA-D1-A0ZS-01	UCEC	Primary Tumor	4.83
TCGA-D1-A0ZU-01	UCEC	Primary Tumor	5.3
TCGA-D1-A0ZV-01	UCEC	Primary Tumor	6.03
TCGA-D1-A0ZZ-01	UCEC	Primary Tumor	6.83
TCGA-D1-A101-01	UCEC	Primary Tumor	5.65
TCGA-D1-A102-01	UCEC	Primary Tumor	6.06
TCGA-D1-A103-01	UCEC	Primary Tumor	6.65
TCGA-D1-A15V-01	UCEC	Primary Tumor	4.26
TCGA-D1-A15W-01	UCEC	Primary Tumor	5.94
TCGA-D1-A15X-01	UCEC	Primary Tumor	5.26
TCGA-D1-A15Z-01	UCEC	Primary Tumor	5.46
TCGA-D1-A160-01	UCEC	Primary Tumor	5.66
TCGA-D1-A161-01	UCEC	Primary Tumor	5.61
TCGA-D1-A162-01	UCEC	Primary Tumor	5.94
TCGA-D1-A163-01	UCEC	Primary Tumor	5.5
TCGA-D1-A165-01	UCEC	Primary Tumor	6.45
TCGA-D1-A167-01	UCEC	Primary Tumor	6.34
TCGA-D1-A168-01	UCEC	Primary Tumor	4.45
TCGA-D1-A169-01	UCEC	Primary Tumor	5
TCGA-D1-A16B-01	UCEC	Primary Tumor	6.32
TCGA-D1-A16D-01	UCEC	Primary Tumor	6.3
TCGA-D1-A16E-01	UCEC	Primary Tumor	6.98
TCGA-D1-A16F-01	UCEC	Primary Tumor	5.81
TCGA-D1-A16G-01	UCEC	Primary Tumor	5.82
TCGA-D1-A16I-01	UCEC	Primary Tumor	6.48
TCGA-D1-A16J-01	UCEC	Primary Tumor	5.43
TCGA-D1-A16N-01	UCEC	Primary Tumor	4.71
TCGA-D1-A16O-01	UCEC	Primary Tumor	5.25
TCGA-D1-A16Q-01	UCEC	Primary Tumor	5.5
TCGA-D1-A16R-01	UCEC	Primary Tumor	5.79
TCGA-D1-A16S-01	UCEC	Primary Tumor	5.87
TCGA-D1-A16V-01	UCEC	Primary Tumor	4.55
TCGA-D1-A16X-01	UCEC	Primary Tumor	6.66
TCGA-D1-A16Y-01	UCEC	Primary Tumor	4.74
TCGA-D1-A174-01	UCEC	Primary Tumor	6.03
TCGA-D1-A175-01	UCEC	Primary Tumor	5.54
TCGA-D1-A176-01	UCEC	Primary Tumor	6.04
TCGA-D1-A177-01	UCEC	Primary Tumor	5.9
TCGA-D1-A179-01	UCEC	Primary Tumor	6.15
TCGA-D1-A17A-01	UCEC	Primary Tumor	5.49
TCGA-D1-A17B-01	UCEC	Primary Tumor	6.43
TCGA-D1-A17C-01	UCEC	Primary Tumor	6.22
TCGA-D1-A17D-01	UCEC	Primary Tumor	5.49
TCGA-D1-A17F-01	UCEC	Primary Tumor	5.98
TCGA-D1-A17H-01	UCEC	Primary Tumor	6.39
TCGA-D1-A17K-01	UCEC	Primary Tumor	5.55
TCGA-D1-A17L-01	UCEC	Primary Tumor	5.45
TCGA-D1-A17M-01	UCEC	Primary Tumor	5.3
TCGA-D1-A17N-01	UCEC	Primary Tumor	6.78
TCGA-D1-A17Q-01	UCEC	Primary Tumor	6.3
TCGA-D1-A17R-01	UCEC	Primary Tumor	5.87
TCGA-D1-A17S-01	UCEC	Primary Tumor	5.94
TCGA-D1-A17T-01	UCEC	Primary Tumor	5.98
TCGA-D1-A17U-01	UCEC	Primary Tumor	6.42
TCGA-D1-A1NS-01	UCEC	Primary Tumor	6.18
TCGA-D1-A1NU-01	UCEC	Primary Tumor	5.02
TCGA-D1-A1NW-01	UCEC	Primary Tumor	4.94
TCGA-D1-A1NX-01	UCEC	Primary Tumor	5.14
TCGA-D1-A1NY-01	UCEC	Primary Tumor	6.07
TCGA-D1-A1NZ-01	UCEC	Primary Tumor	5.67
TCGA-D1-A1O0-01	UCEC	Primary Tumor	5.73
TCGA-D1-A1O5-01	UCEC	Primary Tumor	5.35
TCGA-D1-A1O7-01	UCEC	Primary Tumor	5.83
TCGA-D1-A1O8-01	UCEC	Primary Tumor	4.47
TCGA-D1-A2G0-01	UCEC	Primary Tumor	5.29
TCGA-D1-A2G5-01	UCEC	Primary Tumor	5.94
TCGA-D1-A2G6-01	UCEC	Primary Tumor	5.58
TCGA-D1-A2G7-01	UCEC	Primary Tumor	4.66
TCGA-D1-A3DA-01	UCEC	Primary Tumor	6.27
TCGA-D1-A3DG-01	UCEC	Primary Tumor	5.41
TCGA-D1-A3DH-01	UCEC	Primary Tumor	4.53
TCGA-D1-A3JP-01	UCEC	Primary Tumor	5.33
TCGA-D1-A3JQ-01	UCEC	Primary Tumor	5.56
TCGA-D5-5537-01	COAD	Primary Tumor	6.07
TCGA-D5-5538-01	COAD	Primary Tumor	6.17
TCGA-D5-5539-01	COAD	Primary Tumor	5.1
TCGA-D5-5540-01	COAD	Primary Tumor	5.91
TCGA-D5-5541-01	COAD	Primary Tumor	5.99
TCGA-D5-6529-01	COAD	Primary Tumor	5.86
