sample	cancer_type	sample_type	expression
TCGA-GM-A3XG-01	BRCA	Primary Tumor	6.41
TCGA-GM-A3XL-01	BRCA	Primary Tumor	6.44
TCGA-GM-A3XN-01	BRCA	Primary Tumor	6.35
TCGA-GM-A4E0-01	BRCA	Primary Tumor	5.85
TCGA-GM-A5PV-01	BRCA	Primary Tumor	6.24
TCGA-GM-A5PX-01	BRCA	Primary Tumor	6.11
TCGA-H2-A26U-01	THCA	Primary Tumor	6.45
TCGA-H2-A2K9-01	THCA	Primary Tumor	6.41
TCGA-H2-A2K9-11	THCA	Solid Tissue Normal	6.31
TCGA-H2-A3RH-01	THCA	Primary Tumor	5.92
TCGA-H2-A3RI-01	THCA	Primary Tumor	5.77
TCGA-H2-A3RI-11	THCA	Solid Tissue Normal	6.35
TCGA-H2-A421-01	THCA	Primary Tumor	5.41
TCGA-H2-A422-01	THCA	Primary Tumor	6.11
TCGA-H5-A2HR-01	UCEC	Primary Tumor	6.32
TCGA-H7-7774-01	HNSC	Primary Tumor	6.85
TCGA-H7-8501-01	HNSC	Primary Tumor	7.46
TCGA-H7-8502-01	HNSC	Primary Tumor	8.43
TCGA-H7-A6C4-01	HNSC	Primary Tumor	6.8
TCGA-H7-A6C4-11	HNSC	Solid Tissue Normal	8.13
TCGA-H7-A6C5-11	HNSC	Solid Tissue Normal	6.35
TCGA-H7-A76A-01	HNSC	Primary Tumor	5.87
TCGA-H9-7775-01	PRAD	Primary Tumor	6.36
TCGA-H9-A6BX-01	PRAD	Primary Tumor	6.82
TCGA-H9-A6BY-01	PRAD	Primary Tumor	6.59
TCGA-HC-7075-01	PRAD	Primary Tumor	6.37
TCGA-HC-7077-01	PRAD	Primary Tumor	6.3
TCGA-HC-7078-01	PRAD	Primary Tumor	6.21
TCGA-HC-7079-01	PRAD	Primary Tumor	5.79
TCGA-HC-7080-01	PRAD	Primary Tumor	6.03
TCGA-HC-7081-01	PRAD	Primary Tumor	6.35
TCGA-HC-7209-01	PRAD	Primary Tumor	6.05
TCGA-HC-7210-01	PRAD	Primary Tumor	5.61
TCGA-HC-7211-01	PRAD	Primary Tumor	5.88
TCGA-HC-7211-11	PRAD	Solid Tissue Normal	6.3
TCGA-HC-7212-01	PRAD	Primary Tumor	6.28
TCGA-HC-7213-01	PRAD	Primary Tumor	6.38
TCGA-HC-7230-01	PRAD	Primary Tumor	6.48
TCGA-HC-7231-01	PRAD	Primary Tumor	5.69
TCGA-HC-7232-01	PRAD	Primary Tumor	5.82
TCGA-HC-7233-01	PRAD	Primary Tumor	6.52
TCGA-HC-7736-01	PRAD	Primary Tumor	6.47
TCGA-HC-7737-01	PRAD	Primary Tumor	5.95
TCGA-HC-7737-11	PRAD	Solid Tissue Normal	6.45
TCGA-HC-7738-01	PRAD	Primary Tumor	6.37
TCGA-HC-7738-11	PRAD	Solid Tissue Normal	6.46
TCGA-HC-7740-01	PRAD	Primary Tumor	6.62
TCGA-HC-7740-11	PRAD	Solid Tissue Normal	6.03
TCGA-HC-7742-01	PRAD	Primary Tumor	6.08
TCGA-HC-7742-11	PRAD	Solid Tissue Normal	6.24
TCGA-HC-7744-01	PRAD	Primary Tumor	5.95
TCGA-HC-7745-01	PRAD	Primary Tumor	6.3
TCGA-HC-7745-11	PRAD	Solid Tissue Normal	6.91
TCGA-HC-7747-01	PRAD	Primary Tumor	6.01
TCGA-HC-7747-11	PRAD	Solid Tissue Normal	6.41
TCGA-HC-7748-01	PRAD	Primary Tumor	6.19
TCGA-HC-7749-01	PRAD	Primary Tumor	5.93
TCGA-HC-7750-01	PRAD	Primary Tumor	6.36
TCGA-HC-7752-01	PRAD	Primary Tumor	5.9
TCGA-HC-7752-11	PRAD	Solid Tissue Normal	6.58
TCGA-HC-7817-01	PRAD	Primary Tumor	6.04
TCGA-HC-7818-01	PRAD	Primary Tumor	5.98
TCGA-HC-7819-01	PRAD	Primary Tumor	6.26
TCGA-HC-7819-11	PRAD	Solid Tissue Normal	6.31
TCGA-HC-7820-01	PRAD	Primary Tumor	6.57
TCGA-HC-7821-01	PRAD	Primary Tumor	7.35
TCGA-HC-8213-01	PRAD	Primary Tumor	5.86
TCGA-HC-8216-01	PRAD	Primary Tumor	6.15
TCGA-HC-8256-01	PRAD	Primary Tumor	6.11
TCGA-HC-8257-01	PRAD	Primary Tumor	6.34
TCGA-HC-8258-01	PRAD	Primary Tumor	6.36
TCGA-HC-8258-11	PRAD	Solid Tissue Normal	6.14
TCGA-HC-8259-01	PRAD	Primary Tumor	6.68
TCGA-HC-8259-11	PRAD	Solid Tissue Normal	6.23
TCGA-HC-8260-01	PRAD	Primary Tumor	5.98
TCGA-HC-8260-11	PRAD	Solid Tissue Normal	6.37
TCGA-HC-8261-01	PRAD	Primary Tumor	6.1
TCGA-HC-8262-01	PRAD	Primary Tumor	6.16
TCGA-HC-8262-11	PRAD	Solid Tissue Normal	6.61
TCGA-HC-8264-01	PRAD	Primary Tumor	6.81
TCGA-HC-8265-01	PRAD	Primary Tumor	5.91
TCGA-HC-8266-01	PRAD	Primary Tumor	6.47
TCGA-HC-A48F-01	PRAD	Primary Tumor	6.5
TCGA-HC-A4ZV-01	PRAD	Primary Tumor	6.38
TCGA-HC-A631-01	PRAD	Primary Tumor	5.65
TCGA-HC-A632-01	PRAD	Primary Tumor	5.81
TCGA-HC-A6AL-01	PRAD	Primary Tumor	5.52
TCGA-HC-A6AN-01	PRAD	Primary Tumor	6
TCGA-HC-A6AO-01	PRAD	Primary Tumor	5.9
TCGA-HC-A6AP-01	PRAD	Primary Tumor	6.24
TCGA-HC-A6AQ-01	PRAD	Primary Tumor	5.65
TCGA-HC-A6AS-01	PRAD	Primary Tumor	6.61
TCGA-HC-A6HX-01	PRAD	Primary Tumor	6.23
TCGA-HC-A6HY-01	PRAD	Primary Tumor	5.97
TCGA-HC-A76W-01	PRAD	Primary Tumor	6.56
TCGA-HC-A76X-01	PRAD	Primary Tumor	6.33
TCGA-HC-A8CY-01	PRAD	Primary Tumor	6.98
TCGA-HC-A8D0-01	PRAD	Primary Tumor	6.27
TCGA-HC-A8D1-01	PRAD	Primary Tumor	6.25
TCGA-HC-A9TE-01	PRAD	Primary Tumor	6.33
TCGA-HC-A9TH-01	PRAD	Primary Tumor	5.83
TCGA-HD-7229-01	HNSC	Primary Tumor	9.29
TCGA-HD-7753-01	HNSC	Primary Tumor	6.34
TCGA-HD-7754-01	HNSC	Primary Tumor	5.26
TCGA-HD-7831-01	HNSC	Primary Tumor	6.45
TCGA-HD-7832-01	HNSC	Primary Tumor	8.7
TCGA-HD-7917-01	HNSC	Primary Tumor	6.85
TCGA-HD-8224-01	HNSC	Primary Tumor	7.08
TCGA-HD-8314-01	HNSC	Primary Tumor	6.4
TCGA-HD-8634-01	HNSC	Primary Tumor	7.43
TCGA-HD-8635-01	HNSC	Primary Tumor	7.15
TCGA-HD-8635-11	HNSC	Solid Tissue Normal	6.75
TCGA-HD-A4C1-01	HNSC	Primary Tumor	6.36
TCGA-HD-A633-01	HNSC	Primary Tumor	6.97
TCGA-HD-A634-01	HNSC	Primary Tumor	4.99
TCGA-HD-A6HZ-01	HNSC	Primary Tumor	5.39
TCGA-HD-A6HZ-11	HNSC	Solid Tissue Normal	6.5
TCGA-HD-A6I0-01	HNSC	Primary Tumor	8.69
TCGA-HD-A6I0-11	HNSC	Solid Tissue Normal	7.48
TCGA-HE-7128-01	KIRP	Primary Tumor	5.76
TCGA-HE-7129-01	KIRP	Primary Tumor	6.24
TCGA-HE-7130-01	KIRP	Primary Tumor	5.26
TCGA-HE-A5NF-01	KIRP	Primary Tumor	6.09
TCGA-HE-A5NH-01	KIRP	Primary Tumor	6.1
TCGA-HE-A5NI-01	KIRP	Primary Tumor	4.24
TCGA-HE-A5NJ-01	KIRP	Primary Tumor	4.9
TCGA-HE-A5NK-01	KIRP	Primary Tumor	5.7
TCGA-HE-A5NL-01	KIRP	Primary Tumor	5.34
TCGA-HF-7131-01	STAD	Primary Tumor	6.03
TCGA-HF-7132-01	STAD	Primary Tumor	6.11
TCGA-HF-7133-01	STAD	Primary Tumor	6.63
TCGA-HF-7134-01	STAD	Primary Tumor	5.52
TCGA-HF-7136-01	STAD	Primary Tumor	5.87
TCGA-HF-A5NB-01	STAD	Primary Tumor	5.73
TCGA-HI-7168-01	PRAD	Primary Tumor	6.57
TCGA-HI-7169-01	PRAD	Primary Tumor	6.99
TCGA-HI-7170-01	PRAD	Primary Tumor	6.23
TCGA-HI-7171-01	PRAD	Primary Tumor	6.55
TCGA-HJ-7597-01	STAD	Primary Tumor	5.89
TCGA-HL-7533-01	HNSC	Primary Tumor	5.84
TCGA-HN-A2NL-01	BRCA	Primary Tumor	5.89
TCGA-HN-A2OB-01	BRCA	Primary Tumor	6.53
TCGA-HP-A5MZ-01	LIHC	Primary Tumor	6.28
TCGA-HP-A5N0-01	LIHC	Primary Tumor	6.2
TCGA-HU-8238-01	STAD	Primary Tumor	6.22
TCGA-HU-8238-11	STAD	Solid Tissue Normal	5.01
TCGA-HU-8243-01	STAD	Primary Tumor	5.36
TCGA-HU-8244-01	STAD	Primary Tumor	6
TCGA-HU-8249-01	STAD	Primary Tumor	5.82
TCGA-HU-8602-01	STAD	Primary Tumor	5.96
TCGA-HU-8604-01	STAD	Primary Tumor	5.83
TCGA-HU-8608-01	STAD	Primary Tumor	4.71
TCGA-HU-8610-01	STAD	Primary Tumor	5.31
TCGA-HU-A4G2-01	STAD	Primary Tumor	5.25
TCGA-HU-A4G3-01	STAD	Primary Tumor	6.11
TCGA-HU-A4G3-11	STAD	Solid Tissue Normal	8.17
TCGA-HU-A4G6-01	STAD	Primary Tumor	6.36
TCGA-HU-A4G8-01	STAD	Primary Tumor	5.06
TCGA-HU-A4G9-01	STAD	Primary Tumor	5.7
TCGA-HU-A4GC-01	STAD	Primary Tumor	5.16
TCGA-HU-A4GC-11	STAD	Solid Tissue Normal	7.7
TCGA-HU-A4GD-01	STAD	Primary Tumor	5.07
TCGA-HU-A4GF-01	STAD	Primary Tumor	5.9
TCGA-HU-A4GH-01	STAD	Primary Tumor	4.68
TCGA-HU-A4GH-11	STAD	Solid Tissue Normal	7.79
TCGA-HU-A4GJ-01	STAD	Primary Tumor	5.68
TCGA-HU-A4GN-01	STAD	Primary Tumor	5.7
TCGA-HU-A4GN-11	STAD	Solid Tissue Normal	7.54
TCGA-HU-A4GP-01	STAD	Primary Tumor	6.34
TCGA-HU-A4GP-11	STAD	Solid Tissue Normal	7.76
TCGA-HU-A4GQ-01	STAD	Primary Tumor	6.05
TCGA-HU-A4GT-01	STAD	Primary Tumor	5.55
TCGA-HU-A4GU-01	STAD	Primary Tumor	5.91
TCGA-HU-A4GX-01	STAD	Primary Tumor	6.31
TCGA-HU-A4GY-01	STAD	Primary Tumor	6.24
TCGA-HU-A4GY-11	STAD	Solid Tissue Normal	8.08
TCGA-HU-A4H0-01	STAD	Primary Tumor	4.96
TCGA-HU-A4H2-01	STAD	Primary Tumor	5.28
TCGA-HU-A4H3-01	STAD	Primary Tumor	5
TCGA-HU-A4H4-01	STAD	Primary Tumor	6.9
TCGA-HU-A4H5-01	STAD	Primary Tumor	6.3
TCGA-HU-A4H6-01	STAD	Primary Tumor	5.14
TCGA-HU-A4H8-01	STAD	Primary Tumor	5.55
TCGA-HU-A4HB-01	STAD	Primary Tumor	4.91
TCGA-HU-A4HB-11	STAD	Solid Tissue Normal	8.35
TCGA-HU-A4HD-01	STAD	Primary Tumor	5.44
TCGA-IA-A40U-01	KIRP	Primary Tumor	5.26
TCGA-IA-A40X-01	KIRP	Primary Tumor	6.22
TCGA-IA-A40Y-01	KIRP	Primary Tumor	5.37
TCGA-IA-A83S-01	KIRP	Primary Tumor	5.3
TCGA-IA-A83T-01	KIRP	Primary Tumor	6.19
TCGA-IA-A83V-01	KIRP	Primary Tumor	5.61
TCGA-IA-A83W-01	KIRP	Primary Tumor	6
TCGA-IM-A3EB-01	THCA	Primary Tumor	5.52
TCGA-IM-A3ED-01	THCA	Primary Tumor	5.96
TCGA-IM-A3U2-01	THCA	Primary Tumor	5.25
TCGA-IM-A3U3-01	THCA	Primary Tumor	5.36
TCGA-IM-A41Y-01	THCA	Primary Tumor	5.43
TCGA-IM-A41Z-01	THCA	Primary Tumor	5.72
TCGA-IM-A420-01	THCA	Primary Tumor	5.95
TCGA-IM-A4EB-01	THCA	Primary Tumor	5.84
TCGA-IN-7806-01	STAD	Primary Tumor	6.39
TCGA-IN-7806-11	STAD	Solid Tissue Normal	6.4
TCGA-IN-7808-01	STAD	Primary Tumor	5.69
TCGA-IN-8462-01	STAD	Primary Tumor	6.3
TCGA-IN-8462-11	STAD	Solid Tissue Normal	6.21
TCGA-IN-8663-01	STAD	Primary Tumor	4.81
TCGA-IN-8663-11	STAD	Solid Tissue Normal	6.05
TCGA-IN-A6RI-01	STAD	Primary Tumor	4.3
TCGA-IN-A6RJ-01	STAD	Primary Tumor	6.22
TCGA-IN-A6RL-01	STAD	Primary Tumor	5.19
TCGA-IN-A6RN-01	STAD	Primary Tumor	5.45
TCGA-IN-A6RO-01	STAD	Primary Tumor	4.67
TCGA-IN-A6RR-01	STAD	Primary Tumor	5.07
TCGA-IN-A6RS-01	STAD	Primary Tumor	5.1
TCGA-IN-A7NR-01	STAD	Primary Tumor	4.73
TCGA-IN-A7NT-01	STAD	Primary Tumor	3.46
TCGA-IN-A7NU-01	STAD	Primary Tumor	4.55
TCGA-IN-AB1V-01	STAD	Primary Tumor	5.84
TCGA-IN-AB1V-11	STAD	Solid Tissue Normal	6.83
TCGA-IN-AB1X-01	STAD	Primary Tumor	6.45
TCGA-IN-AB1X-11	STAD	Solid Tissue Normal	5.87
TCGA-IP-7968-01	STAD	Primary Tumor	5.15
TCGA-IP-7968-11	STAD	Solid Tissue Normal	5.33
TCGA-IQ-7630-01	HNSC	Primary Tumor	7.62
TCGA-IQ-7631-01	HNSC	Primary Tumor	5.68
TCGA-IQ-7632-01	HNSC	Primary Tumor	5.82
TCGA-IQ-A61E-01	HNSC	Primary Tumor	7.75
TCGA-IQ-A61G-01	HNSC	Primary Tumor	6.47
TCGA-IQ-A61H-01	HNSC	Primary Tumor	5.65
TCGA-IQ-A61I-01	HNSC	Primary Tumor	6.01
TCGA-IQ-A61J-01	HNSC	Primary Tumor	7.02
TCGA-IQ-A61O-01	HNSC	Primary Tumor	6.09
TCGA-IQ-A6SG-01	HNSC	Primary Tumor	6.01
TCGA-IQ-A6SH-01	HNSC	Primary Tumor	6.22
TCGA-IZ-8195-01	KIRP	Primary Tumor	5.73
TCGA-IZ-8196-01	KIRP	Primary Tumor	6.51
TCGA-IZ-A6M8-01	KIRP	Primary Tumor	5.77
TCGA-IZ-A6M9-01	KIRP	Primary Tumor	6.08
TCGA-J1-A4AH-01	LUSC	Primary Tumor	5.77
TCGA-J2-8192-01	LUAD	Primary Tumor	5.76
TCGA-J2-8194-01	LUAD	Primary Tumor	6.45
TCGA-J2-A4AD-01	LUAD	Primary Tumor	4.47
TCGA-J2-A4AE-01	LUAD	Primary Tumor	5.79
TCGA-J2-A4AG-01	LUAD	Primary Tumor	6.78
TCGA-J4-8198-01	PRAD	Primary Tumor	6.89
TCGA-J4-8200-01	PRAD	Primary Tumor	5.97
TCGA-J4-A67K-01	PRAD	Primary Tumor	6.16
TCGA-J4-A67L-01	PRAD	Primary Tumor	5.85
TCGA-J4-A67M-01	PRAD	Primary Tumor	6.37
TCGA-J4-A67N-01	PRAD	Primary Tumor	6.11
TCGA-J4-A67O-01	PRAD	Primary Tumor	6.39
TCGA-J4-A67Q-01	PRAD	Primary Tumor	6.57
TCGA-J4-A67R-01	PRAD	Primary Tumor	6.33
TCGA-J4-A67S-01	PRAD	Primary Tumor	6.49
TCGA-J4-A67T-01	PRAD	Primary Tumor	6.1
TCGA-J4-A6G1-01	PRAD	Primary Tumor	5.82
TCGA-J4-A6G3-01	PRAD	Primary Tumor	6.21
TCGA-J4-A6M7-01	PRAD	Primary Tumor	6.64
TCGA-J4-A83I-01	PRAD	Primary Tumor	6.08
TCGA-J4-A83J-01	PRAD	Primary Tumor	5.67
TCGA-J4-A83J-11	PRAD	Solid Tissue Normal	6.37
TCGA-J4-A83K-01	PRAD	Primary Tumor	6.61
TCGA-J4-A83L-01	PRAD	Primary Tumor	6.58
TCGA-J4-A83M-01	PRAD	Primary Tumor	6.4
TCGA-J4-A83N-01	PRAD	Primary Tumor	6.09
TCGA-J4-AATV-01	PRAD	Primary Tumor	6.31
TCGA-J4-AATZ-01	PRAD	Primary Tumor	6
TCGA-J4-AAU2-01	PRAD	Primary Tumor	6.28
TCGA-J7-6720-01	KIRP	Primary Tumor	5.61
TCGA-J7-8537-01	KIRP	Primary Tumor	4.87
TCGA-J7-A8I2-01	KIRP	Primary Tumor	4.14
TCGA-J8-A3NZ-01	THCA	Primary Tumor	6.16
TCGA-J8-A3O0-01	THCA	Primary Tumor	5.44
TCGA-J8-A3O1-01	THCA	Primary Tumor	5.65
TCGA-J8-A3O2-01	THCA	Primary Tumor	6.7
TCGA-J8-A3YD-01	THCA	Primary Tumor	5.69
TCGA-J8-A3YE-01	THCA	Primary Tumor	5.96
TCGA-J8-A3YF-01	THCA	Primary Tumor	6.05
TCGA-J8-A3YG-01	THCA	Primary Tumor	5.88
TCGA-J8-A3YH-01	THCA	Primary Tumor	5.62
TCGA-J8-A42S-01	THCA	Primary Tumor	5.71
TCGA-J8-A4HW-01	THCA	Primary Tumor	5.99
TCGA-J8-A4HY-01	THCA	Primary Tumor	5.47
TCGA-J9-A52B-01	PRAD	Primary Tumor	6.2
TCGA-J9-A52C-01	PRAD	Primary Tumor	5.98
TCGA-J9-A52D-01	PRAD	Primary Tumor	6.32
TCGA-J9-A52E-01	PRAD	Primary Tumor	5.21
TCGA-J9-A8CK-01	PRAD	Primary Tumor	6.33
TCGA-J9-A8CL-01	PRAD	Primary Tumor	6.16
TCGA-J9-A8CM-01	PRAD	Primary Tumor	6.28
TCGA-J9-A8CN-01	PRAD	Primary Tumor	5.62
TCGA-J9-A8CP-01	PRAD	Primary Tumor	5.94
TCGA-JL-A3YW-01	BRCA	Primary Tumor	6.17
TCGA-JL-A3YX-01	BRCA	Primary Tumor	6.63
TCGA-JU-AAVI-01	UCEC	Primary Tumor	4.85
TCGA-K6-A3WQ-01	UCEC	Primary Tumor	4.71
TCGA-K7-A5RF-01	LIHC	Primary Tumor	6.6
TCGA-K7-A5RG-01	LIHC	Primary Tumor	5.38
TCGA-K7-A6G5-01	LIHC	Primary Tumor	5.7
TCGA-K7-AAU7-01	LIHC	Primary Tumor	5.7
TCGA-KB-A6F7-01	STAD	Primary Tumor	5.38
TCGA-KB-A93G-01	STAD	Primary Tumor	5.65
TCGA-KB-A93H-01	STAD	Primary Tumor	4.73
TCGA-KB-A93J-01	STAD	Primary Tumor	5.62
TCGA-KC-A4BL-01	PRAD	Primary Tumor	6.29
TCGA-KC-A4BN-01	PRAD	Primary Tumor	6.03
TCGA-KC-A4BR-01	PRAD	Primary Tumor	6.98
TCGA-KC-A4BV-01	PRAD	Primary Tumor	6.16
TCGA-KC-A7F3-01	PRAD	Primary Tumor	6.17
TCGA-KC-A7F5-01	PRAD	Primary Tumor	5.46
TCGA-KC-A7F6-01	PRAD	Primary Tumor	6.53
TCGA-KC-A7FA-01	PRAD	Primary Tumor	6.15
TCGA-KC-A7FD-01	PRAD	Primary Tumor	6.23
TCGA-KC-A7FE-01	PRAD	Primary Tumor	6.82
TCGA-KJ-A3U4-01	UCEC	Primary Tumor	5.25
TCGA-KK-A59V-01	PRAD	Primary Tumor	5.69
TCGA-KK-A59X-01	PRAD	Primary Tumor	5.68
TCGA-KK-A59Y-01	PRAD	Primary Tumor	5.95
TCGA-KK-A59Z-01	PRAD	Primary Tumor	6.21
TCGA-KK-A5A1-01	PRAD	Primary Tumor	5.81
TCGA-KK-A6DY-01	PRAD	Primary Tumor	6.13
TCGA-KK-A6E0-01	PRAD	Primary Tumor	6.15
TCGA-KK-A6E1-01	PRAD	Primary Tumor	5.3
TCGA-KK-A6E2-01	PRAD	Primary Tumor	6.49
TCGA-KK-A6E3-01	PRAD	Primary Tumor	5.94
TCGA-KK-A6E4-01	PRAD	Primary Tumor	6.93
TCGA-KK-A6E5-01	PRAD	Primary Tumor	5.84
TCGA-KK-A6E6-01	PRAD	Primary Tumor	6.19
TCGA-KK-A6E7-01	PRAD	Primary Tumor	5.73
TCGA-KK-A6E8-01	PRAD	Primary Tumor	5.61
TCGA-KK-A7AP-01	PRAD	Primary Tumor	6.92
TCGA-KK-A7AQ-01	PRAD	Primary Tumor	5.99
TCGA-KK-A7AU-01	PRAD	Primary Tumor	6.88
TCGA-KK-A7AV-01	PRAD	Primary Tumor	5.76
TCGA-KK-A7AW-01	PRAD	Primary Tumor	6.18
TCGA-KK-A7AY-01	PRAD	Primary Tumor	5.37
TCGA-KK-A7AZ-01	PRAD	Primary Tumor	5.61
TCGA-KK-A7B0-01	PRAD	Primary Tumor	6.08
TCGA-KK-A7B1-01	PRAD	Primary Tumor	6.44
TCGA-KK-A7B2-01	PRAD	Primary Tumor	5.74
TCGA-KK-A7B3-01	PRAD	Primary Tumor	5.95
TCGA-KK-A7B4-01	PRAD	Primary Tumor	6.02
TCGA-KK-A8I4-01	PRAD	Primary Tumor	6.3
TCGA-KK-A8I5-01	PRAD	Primary Tumor	5.97
TCGA-KK-A8I6-01	PRAD	Primary Tumor	6.1
TCGA-KK-A8I7-01	PRAD	Primary Tumor	6.45
TCGA-KK-A8I8-01	PRAD	Primary Tumor	6.49
TCGA-KK-A8I9-01	PRAD	Primary Tumor	5.99
TCGA-KK-A8IA-01	PRAD	Primary Tumor	6.27
TCGA-KK-A8IB-01	PRAD	Primary Tumor	6.15
TCGA-KK-A8IC-01	PRAD	Primary Tumor	6.23
TCGA-KK-A8ID-01	PRAD	Primary Tumor	6.36
TCGA-KK-A8IF-01	PRAD	Primary Tumor	5.61
TCGA-KK-A8IG-01	PRAD	Primary Tumor	6.59
TCGA-KK-A8IH-01	PRAD	Primary Tumor	5.91
TCGA-KK-A8II-01	PRAD	Primary Tumor	6.35
TCGA-KK-A8IJ-01	PRAD	Primary Tumor	6.13
TCGA-KK-A8IK-01	PRAD	Primary Tumor	4.93
TCGA-KK-A8IL-01	PRAD	Primary Tumor	6.35
TCGA-KK-A8IM-01	PRAD	Primary Tumor	6.26
TCGA-KL-8323-01	KICH	Primary Tumor	6.18
TCGA-KL-8324-01	KICH	Primary Tumor	5.36
TCGA-KL-8324-11	KICH	Solid Tissue Normal	6.03
TCGA-KL-8325-01	KICH	Primary Tumor	5.08
TCGA-KL-8326-01	KICH	Primary Tumor	5.01
TCGA-KL-8326-11	KICH	Solid Tissue Normal	5.62
TCGA-KL-8327-01	KICH	Primary Tumor	5.41
TCGA-KL-8328-01	KICH	Primary Tumor	5.88
TCGA-KL-8329-01	KICH	Primary Tumor	6.26
TCGA-KL-8329-11	KICH	Solid Tissue Normal	6.11
TCGA-KL-8330-01	KICH	Primary Tumor	6.48
TCGA-KL-8331-01	KICH	Primary Tumor	6.03
TCGA-KL-8332-01	KICH	Primary Tumor	4.77
TCGA-KL-8332-11	KICH	Solid Tissue Normal	5.99
TCGA-KL-8333-01	KICH	Primary Tumor	5.45
TCGA-KL-8334-01	KICH	Primary Tumor	6.32
TCGA-KL-8335-01	KICH	Primary Tumor	5.67
TCGA-KL-8336-01	KICH	Primary Tumor	6.2
TCGA-KL-8336-11	KICH	Solid Tissue Normal	6.03
TCGA-KL-8337-01	KICH	Primary Tumor	6.65
TCGA-KL-8338-01	KICH	Primary Tumor	6.21
TCGA-KL-8339-01	KICH	Primary Tumor	5.52
TCGA-KL-8339-11	KICH	Solid Tissue Normal	5.98
TCGA-KL-8340-01	KICH	Primary Tumor	6.72
TCGA-KL-8341-01	KICH	Primary Tumor	5.77
TCGA-KL-8342-01	KICH	Primary Tumor	5.68
TCGA-KL-8343-01	KICH	Primary Tumor	5.97
TCGA-KL-8344-01	KICH	Primary Tumor	6.45
TCGA-KL-8345-01	KICH	Primary Tumor	6.4
TCGA-KL-8346-01	KICH	Primary Tumor	5.3
TCGA-KM-8438-01	KICH	Primary Tumor	6.18
TCGA-KM-8439-01	KICH	Primary Tumor	5.59
TCGA-KM-8440-01	KICH	Primary Tumor	6.4
TCGA-KM-8441-01	KICH	Primary Tumor	5.92
TCGA-KM-8442-01	KICH	Primary Tumor	6.08
TCGA-KM-8443-01	KICH	Primary Tumor	6.55
TCGA-KM-8476-01	KICH	Primary Tumor	5.07
TCGA-KM-8477-01	KICH	Primary Tumor	5.39
TCGA-KM-8639-01	KICH	Primary Tumor	5.45
TCGA-KN-8418-01	KICH	Primary Tumor	6.13
TCGA-KN-8419-01	KICH	Primary Tumor	4.78
TCGA-KN-8419-11	KICH	Solid Tissue Normal	5.54
TCGA-KN-8421-01	KICH	Primary Tumor	6.31
TCGA-KN-8422-01	KICH	Primary Tumor	5.43
TCGA-KN-8422-11	KICH	Solid Tissue Normal	6.35
TCGA-KN-8423-01	KICH	Primary Tumor	6.36
TCGA-KN-8423-11	KICH	Solid Tissue Normal	6.7
TCGA-KN-8424-01	KICH	Primary Tumor	6.37
TCGA-KN-8424-11	KICH	Solid Tissue Normal	6.22
TCGA-KN-8425-01	KICH	Primary Tumor	6.1
TCGA-KN-8425-11	KICH	Solid Tissue Normal	6.46
TCGA-KN-8426-01	KICH	Primary Tumor	5.44
TCGA-KN-8426-11	KICH	Solid Tissue Normal	6.13
TCGA-KN-8427-01	KICH	Primary Tumor	4.93
TCGA-KN-8427-11	KICH	Solid Tissue Normal	6.04
TCGA-KN-8428-01	KICH	Primary Tumor	5.58
TCGA-KN-8428-11	KICH	Solid Tissue Normal	6.2
TCGA-KN-8429-01	KICH	Primary Tumor	6.43
TCGA-KN-8429-11	KICH	Solid Tissue Normal	6.14
TCGA-KN-8430-01	KICH	Primary Tumor	4.95
TCGA-KN-8430-11	KICH	Solid Tissue Normal	6.25
TCGA-KN-8431-01	KICH	Primary Tumor	5.93
TCGA-KN-8431-11	KICH	Solid Tissue Normal	6.62
TCGA-KN-8432-01	KICH	Primary Tumor	6.19
TCGA-KN-8432-11	KICH	Solid Tissue Normal	6.57
TCGA-KN-8433-01	KICH	Primary Tumor	5.45
TCGA-KN-8433-11	KICH	Solid Tissue Normal	5.69
TCGA-KN-8434-01	KICH	Primary Tumor	6.75
TCGA-KN-8434-11	KICH	Solid Tissue Normal	6.36
TCGA-KN-8435-01	KICH	Primary Tumor	6.56
TCGA-KN-8435-11	KICH	Solid Tissue Normal	6.34
TCGA-KN-8436-01	KICH	Primary Tumor	6.07
TCGA-KN-8436-11	KICH	Solid Tissue Normal	6.79
TCGA-KN-8437-01	KICH	Primary Tumor	6.18
TCGA-KN-8437-11	KICH	Solid Tissue Normal	6.78
TCGA-KO-8403-01	KICH	Primary Tumor	6.05
TCGA-KO-8403-11	KICH	Solid Tissue Normal	6.83
TCGA-KO-8404-01	KICH	Primary Tumor	5.34
TCGA-KO-8405-01	KICH	Primary Tumor	5.61
TCGA-KO-8406-01	KICH	Primary Tumor	6.78
TCGA-KO-8407-01	KICH	Primary Tumor	5.86
TCGA-KO-8408-01	KICH	Primary Tumor	5.68
TCGA-KO-8409-01	KICH	Primary Tumor	4.98
TCGA-KO-8410-01	KICH	Primary Tumor	4.83
TCGA-KO-8411-01	KICH	Primary Tumor	6.08
TCGA-KO-8413-01	KICH	Primary Tumor	5.05
TCGA-KO-8414-01	KICH	Primary Tumor	6.35
TCGA-KO-8415-01	KICH	Primary Tumor	4.98
TCGA-KO-8415-11	KICH	Solid Tissue Normal	6.19
TCGA-KO-8416-01	KICH	Primary Tumor	5.83
